Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Extracurricular_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Living_Arrangement,Monthly_Budget_ETB,Attendance_Rate_Percent,Stress_Level,GPA
639,11.3,3.3,2.5,6.8,0.1,With Family,6941.0,98.7,Low,4.0
640,1.8,7.9,4.5,9.8,0.0,With Family,7324.0,86.3,Low,3.65
641,9.8,6.2,5.9,2.0,0.1,Dormitory,1632.0,55.3,High,2.83
642,5.9,4.6,4.2,6.1,3.2,Dormitory,2422.0,80.2,Moderate,2.95
643,10.3,4.7,5.2,3.3,0.5,Dormitory,5036.0,65.9,High,2.89
644,3.2,8.8,7.9,1.0,3.1,Dormitory,6297.0,66.3,Low,3.07
645,10.0,6.5,3.3,2.0,2.2,With Family,7499.0,43.0,Moderate,4.0
646,4.9,6.9,7.5,3.6,1.1,Dormitory,6601.0,19.1,Moderate,2.66
647,12.5,4.1,1.1,3.5,2.8,Dormitory,9939.0,98.9,High,4.0
648,1.5,5.1,1.9,11.9,3.6,With Family,6726.0,1.8,Low,3.12
649,6.8,7.4,2.1,7.5,0.2,Dormitory,2584.0,48.2,Low,3.17
650,5.1,8.5,5.1,2.0,3.3,With Family,6233.0,11.5,Low,3.53
651,9.2,8.5,2.7,2.0,1.6,With Family,2509.0,2.2,Low,3.25
652,12.0,4.3,1.5,2.7,3.5,Dormitory,9349.0,83.1,Low,4.0
653,7.0,3.3,7.2,2.9,3.6,Dormitory,2348.0,48.6,Low,2.82
654,10.0,3.0,6.3,2.0,2.7,Dormitory,5005.0,53.9,High,3.23
655,7.9,6.4,1.3,6.0,2.4,Dormitory,2215.0,3.3,Low,2.98
656,10.6,6.0,4.4,2.0,1.0,Dormitory,3334.0,60.1,Low,3.56
657,5.4,6.8,2.9,8.5,0.4,With Family,9571.0,48.5,High,3.4
658,4.4,7.6,2.2,7.8,2.0,Dormitory,2163.0,78.0,High,2.9
659,10.1,4.7,4.0,2.0,3.2,Dormitory,2255.0,70.3,Low,3.65
660,5.0,4.2,1.5,11.5,1.8,With Family,1873.0,8.3,Moderate,2.48
661,6.6,5.5,6.6,1.9,3.4,Dormitory,3291.0,17.3,Moderate,2.55
662,7.0,7.7,5.7,2.0,1.6,Dormitory,7561.0,47.4,High,3.45
663,10.9,3.1,2.1,6.3,1.6,Dormitory,9960.0,3.8,Moderate,3.27
664,1.7,5.3,4.0,10.6,2.4,With Family,7521.0,4.2,Moderate,2.87
665,10.2,3.2,6.2,2.0,2.4,Dormitory,7038.0,92.3,Low,3.84
666,11.3,8.6,0.6,2.0,1.5,Dormitory,4155.0,13.8,High,3.59
667,11.3,7.3,2.4,1.0,2.0,Dormitory,2655.0,54.1,High,3.37
668,4.8,9.5,6.4,1.9,1.4,Dormitory,4594.0,37.7,Moderate,2.7
669,8.6,4.3,6.6,2.4,2.1,Dormitory,7744.0,52.2,Moderate,3.22
670,1.8,3.6,6.5,8.6,3.5,Dormitory,2390.0,74.3,Low,2.58
671,10.3,3.1,6.9,3.0,0.7,With Family,7604.0,77.1,Low,3.66
672,7.8,7.8,6.3,1.9,0.2,Dormitory,7540.0,64.3,Moderate,3.59
673,8.7,6.9,0.9,5.9,1.6,With Family,4628.0,22.5,High,3.35
674,9.1,4.0,4.1,3.0,3.8,With Family,8077.0,53.9,Low,3.79
675,3.1,9.4,0.6,8.1,2.8,With Family,6222.0,92.9,Moderate,3.96
676,1.1,7.2,7.2,7.1,1.4,With Family,4927.0,97.1,Low,3.32
677,4.2,6.1,1.4,10.7,1.6,With Family,7410.0,60.8,Moderate,3.53
678,7.2,6.9,3.9,2.7,3.3,With Family,5783.0,1.2,Moderate,3.2
679,11.1,3.3,6.7,1.0,1.9,With Family,6581.0,23.8,High,3.2
680,3.9,3.8,7.5,8.4,0.4,With Family,1763.0,34.7,Moderate,1.97
681,12.6,4.6,1.0,4.0,1.8,With Family,1986.0,87.8,Low,4.0
682,11.7,5.4,4.2,1.9,0.8,With Family,2271.0,77.3,Low,3.7
683,5.9,3.5,0.7,13.1,0.8,Dormitory,5997.0,61.5,High,2.8
684,3.5,7.0,4.6,7.8,1.1,Dormitory,2182.0,93.1,High,2.81
685,5.2,5.1,4.2,6.3,3.2,With Family,5294.0,40.0,Moderate,3.12
686,10.6,6.6,4.0,2.0,0.8,With Family,4612.0,54.2,Moderate,3.6
687,8.5,6.6,1.0,6.6,1.3,Dormitory,5083.0,87.9,Moderate,3.49
688,7.1,4.2,6.5,5.9,0.3,Dormitory,3271.0,36.5,Low,2.55
689,6.1,7.3,8.0,1.4,1.2,Dormitory,9982.0,97.7,Moderate,3.58
690,1.3,7.1,6.6,6.8,2.2,Dormitory,7687.0,51.7,Moderate,2.85
691,13.5,4.2,2.2,3.4,0.7,Dormitory,3898.0,70.4,Moderate,3.38
692,10.5,5.3,3.8,2.0,2.4,Dormitory,4694.0,26.6,High,3.18
693,10.0,5.6,0.8,4.0,3.6,Dormitory,9941.0,37.0,Moderate,3.89
694,1.8,9.1,4.2,5.0,3.9,With Family,8778.0,97.1,Low,4.0
695,8.1,6.1,6.5,1.4,1.9,With Family,6965.0,29.7,Moderate,3.2
696,11.4,6.2,1.2,3.1,2.1,With Family,2301.0,93.6,Moderate,4.0
697,7.1,7.0,3.6,4.5,1.8,Dormitory,8401.0,39.2,Moderate,3.42
698,10.0,4.8,2.7,4.4,2.1,Dormitory,5199.0,66.4,Low,3.84
699,9.0,3.4,1.5,6.3,3.8,Dormitory,9866.0,49.7,Low,3.86
700,1.8,9.7,7.7,3.6,1.2,With Family,6495.0,29.6,High,2.61
701,4.3,5.9,3.9,8.1,1.8,Dormitory,3358.0,96.1,Moderate,3.28
702,3.7,7.8,2.3,8.0,2.2,Dormitory,7799.0,28.0,High,3.13
703,7.7,7.2,6.0,2.1,1.0,Dormitory,4640.0,38.9,High,3.03
704,6.4,7.5,4.6,4.0,1.5,Dormitory,8602.0,87.3,Moderate,3.65
705,8.0,4.6,7.3,1.3,2.8,With Family,4350.0,71.7,High,3.1
706,3.9,5.4,3.6,11.0,0.1,Dormitory,6446.0,45.7,High,2.67
707,11.0,7.4,1.8,2.1,1.7,With Family,6137.0,47.0,Moderate,4.0
708,10.0,6.1,4.6,2.0,1.3,Dormitory,9118.0,88.5,High,4.0
709,2.3,8.6,7.0,5.0,1.1,With Family,8199.0,56.5,High,2.93
710,8.8,3.8,6.8,2.0,2.6,Dormitory,2806.0,6.6,Moderate,2.47
711,4.3,7.5,5.1,3.2,3.9,With Family,8933.0,5.9,Moderate,3.28
712,1.4,3.1,5.6,10.2,3.7,With Family,9007.0,52.6,Low,3.25
713,3.2,7.9,3.7,6.9,2.3,With Family,3085.0,35.9,High,2.61
714,7.7,3.1,6.0,3.2,4.0,Dormitory,5127.0,39.6,Moderate,2.94
715,8.6,7.9,2.9,2.0,2.6,With Family,8936.0,56.4,Low,4.0
716,8.2,6.9,5.5,2.0,1.4,Dormitory,2293.0,54.4,High,3.0
717,7.6,8.6,5.1,2.0,0.7,With Family,9706.0,97.2,Moderate,4.0
718,6.0,4.6,7.2,3.1,3.1,Dormitory,8719.0,64.7,High,3.16
719,8.2,7.3,6.1,2.0,0.4,Dormitory,9728.0,30.4,High,3.33
720,8.6,6.5,5.0,2.0,1.9,Dormitory,9441.0,93.1,Low,4.0
721,10.8,5.6,2.7,2.1,2.8,Dormitory,9666.0,28.7,High,3.92
722,4.9,4.9,4.8,8.2,1.2,With Family,2407.0,86.1,Moderate,2.97
723,11.4,4.4,5.5,2.0,0.7,Dormitory,8637.0,63.7,High,3.52
724,4.4,5.5,6.0,4.2,3.9,Dormitory,1662.0,96.8,High,2.65
725,6.1,7.9,5.9,2.0,2.1,Dormitory,1593.0,88.2,High,2.91
726,7.8,4.8,1.5,8.4,1.5,Dormitory,2303.0,49.3,Moderate,3.08
727,8.4,4.8,1.7,7.0,2.1,With Family,6290.0,50.6,High,3.67
728,11.7,5.7,3.6,1.6,1.4,With Family,8695.0,54.0,Moderate,3.94
729,4.3,8.5,2.3,5.8,3.1,With Family,6874.0,59.4,Low,3.69
730,11.2,7.8,0.3,3.1,1.6,With Family,2926.0,63.3,Low,3.87
731,7.6,8.3,3.0,2.1,3.0,With Family,6590.0,61.5,Moderate,4.0
732,8.8,6.5,3.5,1.3,3.9,Dormitory,6295.0,75.0,Moderate,3.95
733,7.6,6.4,5.3,2.1,2.6,With Family,2756.0,35.1,Low,3.27
734,6.5,3.1,6.5,4.3,3.6,Dormitory,9119.0,75.4,Moderate,3.34
735,6.0,8.0,4.7,3.1,2.2,With Family,4633.0,52.2,Moderate,3.16
736,6.0,9.4,4.9,1.3,2.4,Dormitory,5945.0,1.0,High,2.58
737,8.3,6.5,2.3,2.9,4.0,With Family,4889.0,62.1,Low,3.74
738,13.0,3.3,3.3,2.4,2.0,With Family,1664.0,95.4,High,3.65
739,7.6,6.8,7.3,2.0,0.3,Dormitory,6844.0,68.9,High,2.94
740,5.0,4.3,7.7,6.5,0.5,With Family,7366.0,59.2,Moderate,3.14
741,10.0,7.6,3.1,2.5,0.8,Dormitory,7470.0,80.0,High,3.64
742,11.2,2.6,6.4,2.0,1.8,With Family,5727.0,75.5,Low,4.0
743,4.5,5.3,0.3,11.2,2.7,Dormitory,8486.0,37.6,High,3.11
744,1.5,6.5,5.7,9.7,0.6,Dormitory,6056.0,76.9,Moderate,2.82
745,7.9,7.8,5.5,2.1,0.7,With Family,3193.0,74.1,High,3.24
746,11.7,4.6,2.4,2.0,3.3,With Family,5078.0,73.7,Moderate,4.0
747,4.8,5.1,7.2,6.4,0.5,Dormitory,8052.0,7.8,High,2.45
748,2.0,7.0,7.8,4.7,2.5,Dormitory,3200.0,18.3,Low,2.25
749,9.5,5.6,2.5,3.3,3.1,With Family,5392.0,74.1,Moderate,4.0
750,10.9,6.9,0.3,4.1,1.8,With Family,9325.0,76.0,High,4.0
751,2.5,7.3,3.2,10.7,0.3,Dormitory,3128.0,18.9,Low,2.56
752,10.5,3.3,4.0,4.1,2.1,Dormitory,8455.0,48.2,Low,3.86
753,11.8,4.3,5.2,2.0,0.7,Dormitory,5121.0,52.6,Moderate,3.28
754,8.8,6.0,5.2,2.1,1.9,Dormitory,4540.0,45.4,Low,3.36
755,12.4,3.7,2.8,2.3,2.8,With Family,9985.0,52.1,Low,4.0
756,2.8,9.2,0.4,9.2,2.4,With Family,3125.0,50.9,Low,3.4
757,8.7,3.6,6.7,4.3,0.7,Dormitory,1889.0,70.0,Low,2.63
758,8.3,4.7,7.3,2.0,1.7,Dormitory,7005.0,76.0,High,3.21
759,7.0,7.8,6.7,2.0,0.5,With Family,4646.0,0.2,Moderate,2.81
760,9.5,6.4,4.3,2.0,1.8,Dormitory,8749.0,2.5,Low,4.0
761,6.1,7.4,6.9,2.8,0.8,Dormitory,7627.0,77.0,Moderate,3.3
762,4.6,6.7,6.1,5.5,1.1,With Family,5371.0,42.9,High,2.87
763,5.2,5.3,2.5,7.7,3.3,With Family,1869.0,20.5,Low,3.08
764,4.1,7.4,3.6,5.7,3.2,With Family,5489.0,80.3,High,3.27
765,5.0,8.9,0.0,6.3,3.8,With Family,7554.0,94.4,High,4.0
766,11.4,3.6,5.5,2.6,0.9,With Family,7294.0,4.7,Moderate,3.39
767,10.3,6.8,4.2,2.0,0.7,Dormitory,5094.0,62.7,Moderate,3.82
768,7.7,7.7,3.0,3.5,2.1,With Family,7359.0,90.1,Moderate,4.0
769,10.4,4.0,6.3,2.0,1.3,Dormitory,1745.0,92.4,Moderate,3.3
770,2.5,5.3,5.2,10.2,0.8,Dormitory,9215.0,35.0,Moderate,2.98
771,6.4,8.9,1.7,5.7,1.3,With Family,1821.0,10.0,Low,2.89
772,6.8,6.5,5.9,2.4,2.4,Dormitory,4309.0,56.3,Moderate,2.86
773,8.0,4.5,1.3,8.9,1.3,With Family,8822.0,74.8,Moderate,4.0
774,8.3,6.9,4.9,2.1,1.8,With Family,9324.0,40.5,Low,4.0
775,11.6,3.0,1.2,7.2,1.0,With Family,4999.0,65.7,Moderate,3.84
776,8.9,8.8,1.1,3.9,1.3,With Family,5690.0,92.0,Low,4.0
777,9.8,6.9,4.8,2.1,0.4,With Family,4397.0,30.3,Low,3.57
778,9.7,6.6,1.1,4.6,2.0,With Family,8178.0,73.3,Moderate,4.0
779,2.5,7.4,5.4,5.8,2.9,With Family,8565.0,35.6,Moderate,3.45
780,11.7,6.8,0.4,1.9,3.2,Dormitory,8393.0,57.8,Low,4.0
781,8.0,4.4,2.7,8.7,0.2,With Family,3167.0,9.6,Low,2.85
782,7.3,8.2,3.9,2.0,2.6,Dormitory,2592.0,81.1,Low,3.58
783,10.2,7.2,3.8,2.0,0.8,Dormitory,4402.0,2.2,High,2.84
784,9.2,5.0,0.5,8.6,0.7,Dormitory,6563.0,95.4,Moderate,3.75
785,7.5,8.6,0.1,5.3,2.5,With Family,6174.0,26.4,High,3.6
786,10.6,5.8,5.0,2.0,0.6,With Family,8111.0,38.4,Low,3.97
787,2.8,5.0,0.4,13.5,2.3,With Family,1977.0,38.5,Moderate,2.64
788,3.0,3.1,7.9,8.5,1.5,With Family,4311.0,7.6,High,2.02
789,9.8,3.2,4.4,4.9,1.7,Dormitory,2935.0,6.7,Moderate,2.65
790,2.7,9.7,3.7,7.2,0.7,Dormitory,7953.0,78.7,High,3.15
791,3.2,9.6,6.3,4.7,0.2,Dormitory,9326.0,5.9,Moderate,2.77
792,2.4,8.2,1.3,9.0,3.1,Dormitory,3890.0,89.6,Low,3.62
793,11.5,9.4,0.6,2.1,0.4,Dormitory,9951.0,89.2,Moderate,4.0
794,1.6,5.4,0.0,14.1,2.9,Dormitory,9180.0,29.0,Low,3.17
795,7.0,4.1,1.3,9.4,2.2,Dormitory,1781.0,30.2,Low,2.77
796,7.5,5.0,7.1,2.7,1.7,With Family,9507.0,76.1,High,3.58
797,3.7,9.1,6.2,1.9,3.1,Dormitory,2739.0,31.1,Moderate,2.58
798,3.2,4.8,2.8,13.1,0.1,Dormitory,6151.0,86.3,Low,3.06
799,7.3,3.9,4.6,4.4,3.8,Dormitory,9401.0,44.9,Moderate,3.32
800,6.7,9.3,2.1,3.0,2.9,With Family,2081.0,78.2,Moderate,3.75
801,9.3,4.8,5.4,2.0,2.5,Dormitory,7629.0,0.0,Moderate,3.52
802,11.0,7.2,3.2,1.2,1.4,Dormitory,8684.0,7.2,Moderate,3.48
803,5.8,3.2,5.6,6.4,3.0,Dormitory,4334.0,86.5,Moderate,3.07
804,4.9,4.7,5.2,5.9,3.3,Dormitory,3759.0,38.1,High,2.58
805,10.9,6.4,3.5,1.1,2.1,With Family,9858.0,34.4,High,3.97
806,8.7,4.7,5.5,2.0,3.1,Dormitory,2924.0,67.1,High,3.04
807,2.7,4.9,1.9,12.4,2.1,With Family,1969.0,34.2,Low,2.71
808,8.0,6.5,5.2,2.0,2.3,With Family,1799.0,52.5,High,3.21
809,4.9,9.7,3.4,3.1,2.9,Dormitory,6252.0,42.4,High,3.26
810,6.6,7.2,5.7,1.9,2.6,Dormitory,3662.0,92.4,Moderate,3.29
811,5.6,8.3,6.7,2.0,1.4,With Family,5216.0,29.6,Moderate,2.92
812,1.6,3.5,1.9,16.6,0.4,Dormitory,3915.0,83.7,Moderate,2.85
813,4.9,8.1,3.1,7.8,0.1,With Family,6630.0,18.2,Low,3.39
814,7.4,3.2,5.7,3.9,3.8,Dormitory,3846.0,10.3,Low,2.82
815,1.5,8.2,0.6,9.9,3.8,Dormitory,7458.0,79.6,Moderate,3.53
816,10.4,4.1,6.3,2.0,1.2,Dormitory,8891.0,65.3,High,3.57
817,7.5,7.1,1.6,5.8,2.0,Dormitory,7226.0,32.7,Moderate,3.37
818,11.2,7.2,1.3,2.0,2.3,With Family,6950.0,64.4,Low,4.0
819,8.5,6.5,1.1,7.2,0.7,With Family,5260.0,12.0,Low,3.21
820,3.8,8.8,7.3,3.9,0.2,Dormitory,4943.0,29.7,Moderate,2.67
821,1.7,8.6,3.9,9.2,0.6,Dormitory,9051.0,22.4,Moderate,2.96
822,9.4,7.5,3.4,2.0,1.7,Dormitory,1862.0,43.6,Moderate,3.08
823,2.2,7.6,6.4,7.5,0.3,With Family,4466.0,88.2,Low,3.02
824,2.2,8.5,3.8,6.1,3.4,Dormitory,9891.0,16.8,High,3.1
825,11.9,6.2,2.9,2.1,0.9,Dormitory,2990.0,49.9,Moderate,3.47
826,10.2,7.7,3.2,1.9,1.0,Dormitory,7423.0,98.4,Moderate,4.0
827,2.7,6.3,4.6,9.6,0.8,Dormitory,1675.0,6.5,High,1.73
828,11.8,4.1,4.3,2.0,1.8,With Family,6425.0,16.0,Low,3.46
829,5.8,6.5,1.2,8.4,2.1,Dormitory,7856.0,22.9,Low,3.51
830,11.6,7.2,1.4,3.8,0.0,Dormitory,5923.0,7.5,High,2.99
831,6.6,7.4,6.9,1.7,1.4,Dormitory,4023.0,56.2,Moderate,2.84
832,2.9,5.9,5.2,9.8,0.2,Dormitory,3140.0,2.3,High,1.79
833,8.5,8.2,4.3,2.0,1.0,Dormitory,3022.0,3.7,Moderate,2.71
834,5.1,3.1,1.5,13.1,1.2,With Family,3631.0,72.8,Low,3.06
835,6.1,3.4,5.7,7.8,1.0,With Family,2855.0,16.3,Low,2.73
836,8.3,4.0,4.9,5.8,1.0,Dormitory,1924.0,10.6,High,2.23
837,8.4,7.6,3.6,1.9,2.5,With Family,3073.0,9.3,High,3.05
838,9.8,6.1,5.9,2.0,0.2,Dormitory,1829.0,66.7,High,2.75
839,11.0,8.1,0.4,1.9,2.6,Dormitory,3082.0,65.5,Low,4.0
840,8.0,5.3,5.9,2.0,2.8,With Family,1915.0,3.7,High,2.57
841,7.2,4.2,3.0,5.7,3.9,With Family,1762.0,86.5,Low,3.49
842,10.1,10.0,1.2,1.4,1.3,With Family,4673.0,88.7,Moderate,3.99
843,10.9,3.1,5.4,2.9,1.7,With Family,4967.0,71.7,Low,3.79
844,4.2,4.0,4.8,7.9,3.1,With Family,9420.0,94.4,Moderate,3.82
845,2.6,4.4,4.5,10.5,2.0,With Family,9922.0,64.7,High,3.29
846,8.5,6.1,4.4,2.0,3.0,Dormitory,4047.0,19.0,High,2.97
847,3.7,3.8,0.9,13.1,2.5,Dormitory,6454.0,92.4,High,3.3
848,10.4,4.8,4.3,2.0,2.5,With Family,2622.0,56.5,Moderate,3.4
849,7.8,8.0,4.9,1.4,1.9,With Family,9610.0,90.1,Moderate,4.0
850,8.3,9.1,1.4,4.1,1.1,With Family,5361.0,26.4,Low,3.48
851,11.3,7.2,0.7,2.0,2.8,With Family,8794.0,56.8,High,4.0
852,2.9,8.4,3.9,6.9,1.9,Dormitory,8899.0,21.2,Moderate,3.08
853,10.6,8.0,1.1,1.3,3.0,Dormitory,8345.0,66.0,High,4.0
854,10.7,7.5,0.5,2.0,3.3,With Family,2095.0,58.8,Moderate,4.0
855,8.3,7.0,4.8,1.9,2.0,Dormitory,4171.0,24.8,High,3.16
856,9.3,4.3,6.7,2.0,1.7,Dormitory,2682.0,51.1,Low,2.96
857,10.9,6.8,1.2,1.9,3.2,With Family,8588.0,45.0,High,4.0
858,5.3,4.8,0.7,11.3,1.9,Dormitory,6310.0,5.7,Low,2.89
859,12.3,4.6,0.4,4.1,2.6,With Family,5829.0,8.9,Moderate,3.7
860,7.9,6.7,6.6,2.0,0.8,With Family,4242.0,10.2,High,2.84
861,1.5,3.6,4.8,13.0,1.1,With Family,3216.0,93.8,Low,2.96
862,8.7,6.3,5.5,2.1,1.4,With Family,2174.0,41.5,Low,3.46
863,1.5,4.8,6.8,7.7,3.2,With Family,6727.0,80.5,High,2.84
864,2.3,3.7,1.8,13.3,2.9,With Family,4679.0,56.8,High,2.8
865,8.8,6.3,4.3,2.0,2.6,Dormitory,7452.0,16.2,Moderate,3.37
866,11.1,8.3,0.6,2.1,1.9,Dormitory,4774.0,56.7,High,3.73
867,9.6,7.0,2.5,1.9,3.0,With Family,8456.0,70.4,Moderate,4.0
868,4.8,4.2,1.4,9.6,4.0,Dormitory,7340.0,11.3,High,2.94
869,6.4,4.9,2.9,6.2,3.6,Dormitory,9858.0,12.6,High,3.06
870,10.3,3.7,5.5,2.0,2.5,With Family,2621.0,15.0,High,3.1
871,6.5,8.9,4.2,2.0,2.4,Dormitory,9925.0,88.6,Moderate,4.0
872,1.0,3.3,5.5,11.4,2.8,With Family,5811.0,69.3,Moderate,2.89
873,11.1,6.0,0.9,5.0,1.0,Dormitory,7743.0,46.4,Moderate,3.63
874,9.3,5.0,5.4,2.0,2.3,Dormitory,4054.0,46.2,Low,3.57
875,5.8,6.8,2.9,6.1,2.4,With Family,7148.0,78.6,High,3.8
876,9.3,9.3,1.2,1.1,3.1,Dormitory,2246.0,96.8,Low,3.84
877,7.0,7.8,3.6,2.8,2.8,With Family,8876.0,57.6,High,3.82
878,8.4,3.6,1.0,8.7,2.3,Dormitory,4879.0,11.4,High,2.73
879,7.9,3.3,0.5,9.0,3.3,Dormitory,2017.0,97.3,Low,3.43
880,9.5,5.4,4.4,2.0,2.7,With Family,6249.0,2.2,Moderate,3.5
881,12.3,7.1,0.1,2.0,2.5,Dormitory,8171.0,49.6,Moderate,4.0
882,8.3,5.0,5.7,2.8,2.2,With Family,5514.0,70.0,High,3.39
883,3.6,5.2,7.8,5.6,1.8,Dormitory,6636.0,64.4,High,2.4
884,2.2,9.7,0.1,11.6,0.4,With Family,7477.0,1.5,Moderate,2.91
885,11.9,7.1,2.8,2.0,0.2,Dormitory,5542.0,12.1,High,3.08
886,3.3,5.2,7.8,6.9,0.8,With Family,4318.0,3.4,High,2.14
887,2.1,9.9,4.7,3.9,3.4,Dormitory,5362.0,12.7,Low,2.7
888,11.2,5.8,3.5,2.1,1.4,Dormitory,7193.0,57.1,Moderate,3.76
889,3.3,3.1,3.1,13.6,0.9,Dormitory,5285.0,32.8,Moderate,2.58
890,8.9,6.2,4.3,2.5,2.1,Dormitory,2379.0,38.4,Moderate,3.04
891,2.3,9.2,5.5,4.3,2.7,Dormitory,9142.0,25.3,Moderate,3.28
892,3.2,6.7,0.5,11.4,2.2,Dormitory,6267.0,90.2,Low,3.43
893,8.0,4.2,0.1,10.1,1.6,Dormitory,6645.0,45.3,Low,3.36
894,2.1,6.0,6.9,5.9,3.1,Dormitory,2726.0,56.5,Low,2.45
895,5.1,9.7,2.3,3.4,3.5,Dormitory,9150.0,87.6,Moderate,4.0
896,4.1,9.6,2.8,5.7,1.8,Dormitory,3537.0,21.5,High,2.78
897,12.3,4.5,0.2,6.2,0.8,With Family,6430.0,18.2,Moderate,3.55
898,11.3,6.6,3.7,2.0,0.4,With Family,4699.0,29.2,Low,3.82
899,8.4,5.7,3.4,5.7,0.8,With Family,6466.0,47.5,Moderate,3.51
900,9.8,7.8,3.4,2.0,1.0,Dormitory,7135.0,99.7,High,4.0
901,4.2,7.8,6.7,2.0,3.3,Dormitory,5444.0,55.8,Low,3.13
902,4.1,7.1,5.7,3.4,3.7,With Family,2817.0,98.1,Low,3.61
903,9.3,7.9,1.8,2.0,3.0,With Family,6859.0,45.9,Low,4.0
904,4.9,10.0,2.7,3.4,3.0,Dormitory,2354.0,75.7,Low,3.36
905,5.2,5.4,4.6,6.1,2.7,With Family,8377.0,45.9,Low,3.61
906,5.7,3.9,5.8,5.0,3.6,With Family,6531.0,89.1,Moderate,3.46
907,5.9,7.1,4.6,2.9,3.5,Dormitory,1706.0,90.1,High,3.02
908,6.2,4.8,4.0,5.5,3.5,Dormitory,5557.0,25.4,Moderate,2.79
909,10.6,6.4,0.7,5.0,1.3,With Family,7159.0,10.5,Moderate,3.58
910,10.1,6.2,3.0,1.9,2.8,With Family,2981.0,93.8,High,4.0
911,9.5,3.5,5.0,4.9,1.1,Dormitory,7398.0,19.6,High,2.88
912,5.9,5.9,1.6,6.9,3.7,With Family,5693.0,99.2,High,3.84
913,13.5,4.1,0.6,4.8,1.0,With Family,1643.0,26.9,High,3.12
914,1.4,4.9,6.3,9.2,2.2,Dormitory,2237.0,24.9,High,1.73
915,2.0,4.6,0.4,16.7,0.3,Dormitory,2327.0,17.1,High,1.8
916,7.5,6.8,5.0,1.9,2.8,With Family,6230.0,37.2,Moderate,3.43
917,3.8,5.2,1.7,12.7,0.6,Dormitory,2077.0,84.8,Moderate,2.83
918,10.0,5.2,4.1,1.2,3.5,Dormitory,6798.0,75.9,Moderate,3.6
919,7.4,8.6,3.5,2.2,2.3,Dormitory,4311.0,46.1,Moderate,3.37
920,6.2,8.7,0.5,6.0,2.6,Dormitory,4341.0,36.5,High,3.16
921,1.6,7.1,3.0,9.0,3.3,With Family,2786.0,40.6,Low,2.88
922,12.0,5.3,2.7,2.0,2.0,Dormitory,9998.0,80.1,Moderate,4.0
923,9.1,4.0,1.9,5.2,3.8,Dormitory,1807.0,18.1,High,2.7
924,3.2,4.8,0.9,11.8,3.3,With Family,8104.0,83.1,Low,4.0
925,4.1,5.6,6.3,7.9,0.1,Dormitory,3118.0,39.3,High,2.16
926,9.6,8.3,1.1,1.9,3.1,Dormitory,4614.0,40.5,Low,3.98
927,8.0,7.1,4.2,3.2,1.5,Dormitory,5198.0,31.1,Moderate,3.04
928,5.9,7.0,1.1,8.2,1.8,Dormitory,9094.0,79.6,Moderate,4.0
929,2.2,7.1,0.2,11.0,3.5,With Family,2414.0,83.1,Moderate,3.38
930,10.6,6.6,4.2,2.2,0.4,Dormitory,5397.0,13.9,Moderate,3.14
931,9.6,5.1,5.2,2.0,2.1,Dormitory,2758.0,7.0,Low,2.82
932,9.2,7.6,1.7,2.0,3.5,Dormitory,1756.0,4.9,Moderate,3.21
933,13.9,3.7,1.5,4.6,0.3,Dormitory,1981.0,71.4,Moderate,3.18
934,11.9,5.0,3.4,2.0,1.7,With Family,9322.0,74.3,Low,4.0
935,5.0,5.1,1.2,10.7,2.0,With Family,9360.0,13.3,Moderate,3.6
936,4.0,5.4,4.2,7.9,2.5,With Family,6418.0,11.3,Low,3.12
937,3.8,3.6,4.8,11.7,0.1,Dormitory,2546.0,26.4,High,1.84
938,2.7,6.1,7.0,4.4,3.8,With Family,4926.0,42.1,High,2.76
939,6.6,6.3,3.5,6.5,1.1,Dormitory,9102.0,57.2,Moderate,3.27
940,6.5,4.3,7.8,5.2,0.2,Dormitory,5720.0,29.2,High,2.14
941,4.9,7.8,0.9,9.6,0.8,With Family,2478.0,33.0,High,2.86
942,5.5,5.4,4.6,5.0,3.5,Dormitory,6011.0,11.2,Low,3.08
943,9.1,4.1,5.1,5.3,0.4,Dormitory,2405.0,47.1,High,2.29
944,9.9,7.6,2.4,1.9,2.2,With Family,1772.0,44.0,Low,3.71
945,2.7,4.6,5.1,10.3,1.3,With Family,6759.0,16.7,High,2.48
946,4.9,9.7,4.2,5.0,0.2,With Family,6997.0,21.1,High,2.87
947,1.3,4.4,1.0,14.5,2.8,With Family,2593.0,12.9,High,2.33
948,1.1,9.9,6.2,6.6,0.2,With Family,3438.0,67.7,High,2.74
949,5.2,5.3,4.1,8.0,1.4,With Family,4425.0,11.8,Moderate,2.7
950,6.9,4.4,7.2,5.1,0.4,With Family,3868.0,36.2,Moderate,2.52
951,6.8,4.2,4.8,4.5,3.7,With Family,9591.0,22.6,Low,3.53
952,7.2,8.6,0.7,6.1,1.4,Dormitory,9187.0,6.6,High,3.45
953,2.1,4.0,2.7,12.2,3.0,With Family,5442.0,84.7,Low,3.27
954,2.4,9.1,4.9,7.0,0.6,Dormitory,2066.0,40.3,Low,2.42
955,8.5,8.1,5.1,2.0,0.3,With Family,7229.0,24.3,Moderate,3.36
956,7.0,6.9,2.1,5.7,2.3,With Family,4563.0,5.5,Low,3.28
